5099323000373, 0.629167, 15.10, GROCERY, CANNED/BOTTLED/VEG, 0.75, SPAR PEAS PROCESSED, 0.0000, 5099323080863, N
5010358186313, 1.79, 1.79, DAIRY PRODUCTS, CHEESE, 2.65, SPAR SANDWICH HAM & CHSE, 0.0000, , 
9822403130501, 0, 0.00, GROCERY, BREAD, 0.50, McCamb Bread 50c OFF, 0.0000, , L
509963000223798, 0, 0.00, GROCERY, BREAD, 0.50, McCam 0.50 OFF, 0.0000, , L
3046920093224, 5.93667, 35.62, CONFECTIONERY, CONFEC.NO CODE, 10.00, LINDT PETIT DESSERTS, 0.2300, 3046920293228, I
5099678306052, 0.53875, 12.93, CONFECTIONERY, CRISPS/SNACK FOODS, 1.00, PERRI RINGS THAI., 0.2300, 5099678364403, N
8717644627624, 2.73667, 16.42, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 4.06, DOVE B/WASH CLEAN COMFORT, 0.2300, 8717644627631, I
8717644598849, 2.73667, 16.42, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 4.06, DOVE B/WASH EXTRA FRESH, 0.2300, 8717644598924, I
5099323012338, 1.364, 13.64, STATIONERY , PAPER PRODUCTS, 2.07, SPAR K TOWEL FAMILY 2ROLL, 0.2300, 5099323085400, I
5099323012345, 1.983, 19.83, STATIONERY , PAPER PRODUCTS, 1.00, SPAR K TOWEL LUX 2RL., 0.2300, 5099323085417, I
5099809124586, 0.923, 9.23, GROCERY, BREAD, 1.50, GEM SUGAR ICING, 0.0000, , I
5000168150390, 1.227, 24.54, GROCERY, BISCUITS, 1.49, MCV SNAKZ, 0.1350, 05000168150017, I
5034660513209, 0.6875, 8.25, CONFECTIONERY, COUNT LINES, 1.00, NATURAL SNAKES&SHAMROCKS, 0.2300, 5034660030386, I
5000159354325, 5.63, 22.52, GROCERY, PETFOODS, 8.15, WHISKAS CAN JELLY MV 6PK, 0.2300, 05000159354318, I
5010358186924, 2.36, 2.36, DAIRY PRODUCTS, CHEESE, 3.50, SPAR WRAP CHKN CAESAR, 0.0000, , I
5010358186962, 2.36, 2.36, DAIRY PRODUCTS, CHEESE, 3.50, SPAR WRAP CHKN S/FRIED, 0.0000, , I
5098974043401, 1.88, 1.88, LOTTERY, SCRATCH CARDS, 2.00, COSMIC CASH, 0.0000, , I
9771362288221, 1.2523, 1.25, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.82, OK!                     pm 1.82, 0.0900, , I
5026469016005, 1.9954, 2.00, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.90, HEAT + CLOSER MULTI PACK 2.90    ., 0.0900, , I
4003669016203, 1.779, 35.58, OFF LICENCE, BOTTLES 500ML, 2.50, SCHNEIDER WEISS BTL 500., 0.2300, 4003669016210, I
5011007012205, 8.01083, 96.13, OFF LICENCE, SPIRITS, 12.50, HUZZAR VODKA, 0.2300, 5011007012212, N
5411736310137, 1.26167, 15.14, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 1.90, GARLIC PATE IN POT, 0.0000, 05411736994061, I
5099556010835, 2.3775, 9.51, DAIRY PRODUCTS, MEAL, 2.99, RUSTLERS SF CHICK SUBS, 0.0000, 05099556010842, I
5099556010781, 1.95, 7.80, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 2.65, RUSTLERS SUB MEATBALLS, 0.0000, 5099556010798, I
8722700206705, 1.9025, 22.83, FROZEN FOODS, FROZEN FISH, 2.55, B EYE COD STK BUT SCE, 0.0000, 8000920834749, I
5391518920856, 11.28, 11.28, LOTTERY, LOTTO, 12.00, EUROMILLONS AP3 P2 D3, 0.0000, , I
5391518920894, 33.84, 33.84, LOTTERY, LOTTO, 36.00, EUROMILLONS AP3 P6 D3, 0.0000, , I
5391518920832, 22.56, 22.56, LOTTERY, LOTTO, 24.00, EUROMILLONS AP2 P6 D2, 0.0000, , N
9779219986917, 1.98, 1.98, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 3.00, THE WALL STREET JOURNAL, 0.0900, , I
072417125942, 0.999167, 11.99, GROCERY, BISCUITS, 2.00, CAD DIGESTIVES MILK CHOC, 0.2300, 05010049125942, N
5011056042079, 1.59625, 25.54, DAIRY PRODUCTS, CHEESE, 2.00, AVON CHEDD RED GRATED, 0.0000, 5011056908085, I
cofsand, 2.4156, 2.42, DELI COUNTER , SANDWICHES (Cherrywood selection), 5.00, €5 Sandwich+FreeCoffee , 0.0000, , I
8588000064014, 1.5975, 31.95, OFF LICENCE, BEER/CIDERS, 2.40, ZLATY BAZANT BOTTLE , 0.2300, 8588000064137, I
8714800022538, 5.97, 23.88, OFF LICENCE, PACK OFFER 500ML, 7.25, BAVARIA CROWN 6PK 725, 0.2300, , I
7804350000061, 3.96083, 47.53, OFF LICENCE, WINES, 5.99, SC PREMIO WHITE     , 0.2300, , I
7804350000054, 3.96083, 47.53, OFF LICENCE, WINES, 5.99, SC PREMIO RED                  ., 0.2300, , I
5391518920610, 67.68, 67.68, LOTTERY, LOTTO, 72.00, LOTTO PLUS AP4 P9 D4, 0.0000, 5391518920610, I
4000842628550, 0, 0.00, TOBACCO , MATCHES/LIGHTERS..ETC, 1.49, TOKAI LIGHTER F ELEC, 0.2300, , 
5000159426350, 6.375, 25.50, CONFECTIONERY, SEASONAL EASTER, 12.50, GALAXY EGG MINSTRELS, 0.2300, 5000159426343, I
5000159426251, 6.375, 25.50, CONFECTIONERY, SEASONAL EASTER, 12.50, MALTESERS&FRIENDS EGG LGE, 0.2300, 5000159426244, I
5000159426190, 3.38, 30.42, CONFECTIONERY, SEASONAL EASTER, 6.95, MALTESERS EGG TEEN, 0.2300, 5000159426183, I
5000159426336, 6.375, 25.50, CONFECTIONERY, SEASONAL EASTER, 12.50, MARS & FRIENDS EGG LG, 0.2300, 5000159426282, I
5391510751502, 6.138, 6.14, BILL PAY, BILL PAY, 6.20, CAR 2 TRIPS 6.20      new barcode, 0.0000, , N
FOJ, 0.606667, 14.56, DAIRY PRODUCTS, FRUIT JUICE, 2.99, FRESH ORANGE JUICE, 0.2300, , I
9771393833070, 2.2018, 2.20, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 3.20, VIP                               pm 3.2, 0.0900, , I
9771353347227, 3.4692, 3.47, MAGAZINES/NEWSPAPERS, ADULT, 5.25, LOADED, 0.0900, , I
5011096005492, 0.4032, 20.16, CONFECTIONERY, CRISPS/SNACK FOODS, 0.65, TAYTO LFC SALT/VINEGAR, 0.2300, 5011096044460, I
9770888080937, 4.3693, 4.37, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 6.35, ELLE US EDITION, 0.0900, , I
5011032670166, 2.46833, 14.81, GROCERY, JAMS/HONEY/SPREADS, 3.50, KELK HONEY CLEAR, 0.0000, 5011032114691, I
9771393947081, 0.8257, 0.83, MAGAZINES/NEWSPAPERS, TV GUIDES, 1.20, TV NOW              pm 1.20, 0.0900, , I
5390054617008, 2.5, 30.00, FRUIT & VEG, FRUIT, 3.00, F/CHOICE BLACKBERRIES   ., 0.0000, , I
5011098005018, 2.05, 2.05, GROCERY, CAKES, 2.89, GATEAUX LOG CHOC TWIN, 0.1350, 5011098005018, I
5011098005025, 2.05, 2.05, GROCERY, CAKES, 2.75, GATEAUX LOG PINE TWIN, 0.1350, 5011098005025, I
5011098005032, 2.05, 2.05, GROCERY, CAKES, 2.75, GATEAUX LOG RBERRY TWIN, 0.1350, 5011098005032, I
8718114148052, 2.63, 15.78, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 4.20, LYNX S/GEL RISE, 0.2300, 8718114148137, I
8718114146195, 1.275, 7.65, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 4.30, LYNX S/GEL TWIST, 0.2300, 8718114146201, I
8001841032504, 1.11833, 13.42, HEALTH & BEAUTY, DENTAL CARE, 2.75, ORAL B INDICATOR PLUS 35, 0.2300, 3014260425807, I
3014260735661, 2.05667, 24.68, HEALTH & BEAUTY, DENTAL CARE, 5.29, ORAL B X ACTION 35 MED, 0.2300, 3014260735678, I
5099808040818, 2.24533, 33.68, FROZEN FOODS, FROZEN READY MEALS, 2.79, 1ST CHOICE PENNE SPIN, 0.0000, 5099808110115, 
5011056042062, 1.625, 32.50, DAIRY PRODUCTS, CHEESE, 1.99, AVON CHEDD RED SLICES PM, 0.0000, 5011056908078, I
5000116101641, 2.45, 29.40, FROZEN FOODS, FROZEN BURGER/MEAT, 2.99, B EYE BURGERS CHICKEN 4PK, 0.0000, 5000116101641, N
5000116102105, 3.739, 37.39, FROZEN FOODS, FROZEN BURGER/MEAT, 5.40, B EYE CKN DIPPER 36 / 24, 0.0000, 5000116102105, I
5000116101580, 2.615, 20.92, FROZEN FOODS, FROZEN BURGER/MEAT, 3.99, B EYE CHICKEN DIPPERS.., 0.0000, 5000116101580, I
5011069144456, 2.01, 2.01, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 2.59, B FREE CHICKEN SLICES, 0.0000, 5011069144463, I
5011069144418, 2.01, 2.01, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 2.59, B FREE TURKEY SLICES, 0.0000, 5011069144425, I
8714800021906, 14.47, 14.47, OFF LICENCE, PACK OFFER 330ML, 15.00, BAVARIA BTL 20 PK, 0.2300, 8714800021906, I
5000387005211, 17.0242, 204.29, Error Dept, Error SubDept, 22.79, BELLS 8 YR OLD SCOTCH, 0.2300, , 
5011022001451, 3.01167, 36.14, GROCERY, JAMS/HONEY/SPREADS, 3.60, BOYNE V HONEY SQZ340G33, 0.0000, 05011022901454, N
5034709000240, 0.586, 11.72, CONFECTIONERY, CRISPS/SNACK FOODS, 1.00, BURTS SALTED, 0.2300, 5034709002121, I
20145, 0.75, 0.75, DELI COUNTER , PREPACK SALAD, 2.50, FRESH LUX COLESLAW, 0.0000, , I
5391510751373, 45.05, 45.05, BILL PAY, BILL PAY, 45.50, CAR UTN, 0.0000, , I
9771365686222, 1.6514, 1.65, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.40, NOW, 0.0900, , I
4025500147105, 0.686667, 8.24, DAIRY PRODUCTS, YOGURTS/YOP, 0.94, MULLER RICE APPLE., 0.0000, 04025500147112, I
4025500147167, 0.686667, 8.24, DAIRY PRODUCTS, YOGURTS/YOP, 0.69, MULLER RICE STRAWBERRY., 0.0000, 04025500147174, I
9770955017255, 3.5352, 3.54, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.35, MARIE CLAIRE   ., 0.0900, , I
9771472016899, 3.3975, 3.40, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.15, IN STYLE, 0.0900, , I
9771743830094, 3.4361, 3.44, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.20, MARIE CLAIRE COMPACT        , 0.0900, , I
5060147710007, 1.22, 1.22, GROCERY, SEASONAL XMAS, 1.60, MORGAN MILK FULL FAT   ., 0.0000, , I
5060147710014, 1.22, 1.22, GROCERY, SEASONAL XMAS, 1.60, MORGAN MILK SEMI-SKIM  ., 0.0000, , I
5060147710052, 0.75, 9.00, GROCERY, SEASONAL XMAS, 1.00, MORGAN MILK SEMI-SKIM , 0.0000, , I
5060147710045, 0.75, 9.00, GROCERY, SEASONAL XMAS, 1.00, MORGAN MILK FULL FAT, 0.0000, , I
9770141055245, 3.645, 3.65, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.30, COSMOPOLITAN        REG. , 0.0900, , I
5010791040050, 6.2775, 6.28, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 9.50, IRISH BUMPER PACK 9.50, 0.0900, , I
8000500045466, 2.392, 23.92, GROCERY, SEASONAL XMAS, 5.25, KINDER SURPRISE BUNNY T1 , 0.2300, 5413548140957, I
5060230390024, 3.2925, 3.29, MAGAZINES/NEWSPAPERS, ADULT, 4.99, INDO LIFETIME READS, 0.0900, , I
5391510751182, 52.965, 52.97, BILL PAY, BILL PAY, 53.50, PAYZONE MONEY, 0.0000, , I
9770033714960, 0.7875, 0.79, MAGAZINES/NEWSPAPERS, TV GUIDES, 1.20, RTE GUIDE, 0.0900, , I
7613031946020, 2.95111, 26.56, CONFECTIONERY, SEASONAL EASTER, 2.50, SMARTIES EGG MEDIUM, 0.2300, 7613031946037, I
5000159433341, 0.848333, 5.09, GROCERY, PASTA/RICE, 1.00, UBEN EXP EGG FRIED FL1.00, 0.0000, 5000159433334, I
7322540432664, 2.738, 27.38, HOUSE HOLD , PAPER PRODUCT, 3.90, CUSHELLE T ROLL 4ROLL WHT, 0.2300, 07322540432688, N
5099483347783, 1.3125, 10.50, DRINKS , WATER, 2.10, BALLYGOWAN STILL PINK, 0.2300, 5099483877341, I
5000168001098, 2.11687, 33.87, GROCERY, BISCUITS, 2.75, CARRS WATER BISCUITS LARG, 0.1350, 5000168073484, I
5099483453781, 0.565833, 13.58, DRINKS , WATER, 1.10, BALLYGOWAN STILL PINK, 0.2300, 5099483783543, I
5449000010728, 0.520833, 12.50, DRINKS , PET/GLASS BOTTLES, 1.10, FANTA LEMON CAN, 0.2300, , I
5098974043906, 1.88, 1.88, LOTTERY, SCRATCH CARDS, 2.00, EASTER MONEY, 0.0000, , I
5060219850013, 0.9, 0.90, FROZEN FOODS, STICK, 2.45, ICE CUBE BAGS ICE SOLUTIONS   ., 0.2300, , I
8001868000661, 1.8, 1.80, DAIRY PRODUCTS, CHEESE, 2.40, PARMIGIANO REGGIANO GRATE, 0.0000, , I
5390139379562, 0.75, 37.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.40, MACE LIGHTER ELECTRONIC, 0.2300, , 
5390139379579, 0.42, 21.00, TOBACCO , MATCHES/LIGHTERS..ETC, 0.89, MACE LIGHTER STANDARD, 0.2300, , 
5011435620485, 0.74, 18.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.49, RONSON LIGHTER SLYDA, 0.2300, 5011435620485, 
5701409142654, 0.25, 3.00, TOBACCO , MATCHES/LIGHTERS..ETC, 0.50, MATCHES HOUSEHOLD, 0.2300, 5701409142654, 
5021203100118, 0.12, 6.00, STATIONERY , PENSPENCILS.ETC., 0.25, MICRON BALLPEN BLUE INK, 0.2300, 5021203100118, 
5021203100125, 0.12, 6.00, STATIONERY , PENSPENCILS.ETC., 0.25, MICRON BALLPEN BLACK INK, 0.2300, 5021203100125, 
5021203100132, 0.12, 6.00, STATIONERY , PENSPENCILS.ETC., 0.25, MICRON BALLPEN RED INK, 0.2300, 5021203100132, 
5011435625152, 0.55, 27.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.39, RONSON LIGHTER ELECTROLIT, 0.2300, 5011435625169, 
5011435624995, 0.32, 16.00, TOBACCO , MATCHES/LIGHTERS..ETC, 0.75, RONSON COLORLITE CR, 0.2300, 5011435625015, 
5011435625039, 0.14, 7.00, TOBACCO , MATCHES/LIGHTERS..ETC, 0.40, RONSON CLEARLITE CR, 0.2300, 5011435625053, 
5390139379883, 0.99, 11.88, STATIONERY , PENSPENCILS.ETC., 0.99, ARTECH GIFTPEN SERIES 1, 0.2300, 5390139379883, 
5390139379906, 1.49, 17.88, STATIONERY , PENSPENCILS.ETC., 2.99, ARTECH GIFTPEN SERIES 2, 0.2300, 5390139379913, 
8414550907054, 1.48, 71.04, STATIONERY , PENSPENCILS.ETC., 2.99, STYB COMPCT CITYGRLS PEN, 0.2300, 9999999999994, 
8414550354001, 0.41, 19.68, STATIONERY , PENSPENCILS.ETC., 1.99, STYB K2 CITYGRLS LIQ INK, 0.2300, , 
8414550358023, 0.99, 59.40, STATIONERY , PENSPENCILS.ETC., 1.99, STYB K2 MEGAROLR BLCK PEN, 0.2300, 8414550358061, 
8414550358016, 0.99, 59.40, STATIONERY , PENSPENCILS.ETC., 1.99, STYB K2 MEGAROLR BLUE PEN, 0.2300, 8414550358061, 
8414550358009, 0.99, 59.40, STATIONERY , PENSPENCILS.ETC., 1.99, STYB K2 MEGAROLR RED PEN, 0.2300, 8414550358061, 
53998248, 0.42, 21.00, TOBACCO , MATCHES/LIGHTERS..ETC, 1.10, TOKAI LIGHTER TREND FLINT, 0.2300, 9999999999994, 
4000842628307, 0.55, 27.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.10, TOKAI LIGHTER A FLINT, 0.2300, 4000842184735, 
4000842628451, 0.55, 27.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.10, TOKAI LIGHTER  B FLINT, 0.2300, 4000842184940, 
4000842628406, 0.55, 27.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.10, TOKAI LIGHTER C FLINT, 0.2300, 4000842184803, 
53997944, 0.75, 37.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.49, TOKAI LIGHTER A ELEC, 0.2300, 9999999999994, 
4000842628604, 0.75, 37.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.49, TOKAI LIGHTER G ELEC, 0.2300, 4000842185572, 
4000842628857, 0.75, 37.50, TOBACCO , MATCHES/LIGHTERS..ETC, 1.49, TOKAI LIGHTER H ELECTRIC, 0.2300, 4000842185640, 
5391518920108, 8.46, 8.46, LOTTERY, LOTTO, 9.00, LOTTO AP2 P3 D2, 0.0000, 5391518920108, I
5907501013407, 2.38, 2.38, POLISH GOODS, AMBIENT, 3.70, PAM FASOLA PO BRETONSKU, 0.0000, , I
5907501013414, 2.62, 2.62, POLISH GOODS, AMBIENT, 3.95, PAM GOLABKI W SOSIE PO, 0.0000, , I
5907501013445, 3.08, 3.08, POLISH GOODS, AMBIENT, 4.65, PAM GULASZ DOMOWY, 0.0000, , I
5900783004095, 1.84, 1.84, POLISH GOODS, AMBIENT, 2.89, PUDLISZKI MEATBALLS TOMAT, 0.0000, 5900783304096, I
5900783001193, 1.88, 1.88, POLISH GOODS, AMBIENT, 2.85, PUD FASOLA Z KIELBASA, 0.0000, , I
5900567006659, 1.75, 1.75, POLISH GOODS, AMBIENT, 2.70, MORL MINI KABANOSY, 0.0000, , I
5010801004256, 1.37, 10.96, POLISH GOODS, AMBIENT, 2.00, MORL DOKTORSKA SAUSAGE, 0.0000, , I
5900562108037, 2.56, 2.56, POLISH GOODS, AMBIENT, 3.95, SOK PAROWKI KLASYCZNE, 0.0000, , I
5900344018110, 1.32, 1.32, POLISH GOODS, AMBIENT, 1.95, LIS SLEDZ W SOSIE , 0.0000, , I
5900344501186, 1.23, 1.23, POLISH GOODS, AMBIENT, 1.95, LIS SAL WARZ Z KUKURYDZA, 0.0000, , I
5902899103723, 0.54, 0.54, POLISH GOODS, AMBIENT, 0.90, HOCH CHEESE MUSHROOMS, 0.0000, , I
5902899119267, 0.59, 0.59, POLISH GOODS, AMBIENT, 0.90, HOCH Z SALAMI, 0.0000, , I
5902899103716, 0.52, 0.52, POLISH GOODS, AMBIENT, 0.90, HOCH Z SZYNKA, 0.0000, , I
5900820005726, 0.97, 0.97, POLISH GOODS, AMBIENT, 1.50, MLEK SALAMI PLASTERKI, 0.0000, , I
5900820005511, 0.97, 0.97, POLISH GOODS, AMBIENT, 1.50, MLEK GOUDA WEDZONA PLASTERKI, 0.0000, , I
5902899124278, 1.21, 1.21, POLISH GOODS, AMBIENT, 1.75, HOCH KWARTET, 0.0000, , I
5902899101378, 1.13, 1.13, POLISH GOODS, AMBIENT, 1.75, HOCH MIXTET, 0.0000, , I
5902899101392, 1.21, 1.21, POLISH GOODS, AMBIENT, 1.85, HOCH SORTET, 0.0000, , I
5900820005733, 0.91, 0.91, POLISH GOODS, AMBIENT, 1.45, MLEKPOL LOW FAT, 0.0000, , I
5900820005740, 0.91, 0.91, POLISH GOODS, AMBIENT, 1.40, MLEKPOL FULL FAT, 0.0000, , I
4750050341511, 0.33, 0.33, POLISH GOODS, AMBIENT, 0.55, KARUMS CHOCOLATE, 0.0000, , I
4750050341405, 0.32, 12.80, POLISH GOODS, AMBIENT, 0.55, KARUMS VANILA, 0.0000, , I
4770265043062, 0.26, 0.26, POLISH GOODS, AMBIENT, 0.55, JONUKAS VANILLA, 0.0000, , I
4014500503127, 0.32, 0.32, POLISH GOODS, AMBIENT, 0.50, ZOTT JOGOBELLA, 0.0000, , I
4014500021607, 0.81, 0.81, POLISH GOODS, AMBIENT, 1.40, ZOTT JOGOBELLA, 0.0000, , I
5900820001353, 1, 1.00, POLISH GOODS, AMBIENT, 1.75, MLEK KEFIR ., 0.1350, , I
4014500019291, 0.71, 0.71, POLISH GOODS, AMBIENT, 1.10, ZOTT SMIETANA LUX 18%, 0.0000, , I
5900820000011, 0.81, 0.81, POLISH GOODS, AMBIENT, 1.20, MLEL LACIATE 3.2, 0.0000, , I
5900820000042, 0.78, 0.78, POLISH GOODS, AMBIENT, 1.20, MLEL LACIATE 2, 0.0000, , I
4750025362008, 1.03, 1.03, POLISH GOODS, AMBIENT, 1.65, LASE SMIETANA 20, 0.0000, , I
5900820000257, 1.09, 1.09, POLISH GOODS, AMBIENT, 1.70, MLEK LACIATE EXTRA, 0.0000, , I
5900300513505, 1.03, 1.03, POLISH GOODS, AMBIENT, 1.55, DELMA EXTRA, 0.0000, , I
5904242000291, 0.39, 0.39, POLISH GOODS, AMBIENT, 0.65, PASTA BABUNI NITKA, 0.0000, , I
5904242000338, 0.4, 0.40, POLISH GOODS, AMBIENT, 1.00, PASTA BABUNI KOLANKO, 0.0000, , I
5900300542734, 0.41, 0.41, POLISH GOODS, AMBIENT, 0.65, KNORR NOODLE CHICKEN, 0.0000, , I
5900300542758, 0.41, 0.41, POLISH GOODS, AMBIENT, 0.65, KNORR NOODLE CHEESE, 0.0000, , I
5900862024570, 0.34, 0.34, POLISH GOODS, AMBIENT, 0.70, PRINCESSA KOKOS, 0.2300, , I
5201360521562, 0.46, 0.46, GROCERY, BREAD, 0.80, CROISSANT 7 DAYS, 0.1350, , I
5908310285047, 1.2, 1.20, POLISH GOODS, AMBIENT, 2.10, TAGO CACAO RURKI, 0.1350, , I
5907418955302, 0.7, 0.70, POLISH GOODS, AMBIENT, 1.85, ARTUR SUGAR RINGS.  1.85, 0.1350, , I
5907418952974, 0.99, 11.88, POLISH GOODS, AMBIENT, 1.75, ART KRUCHE JAM/CREAM ., 0.1350, , I
5907418960979, 0.95, 0.95, POLISH GOODS, AMBIENT, 1.65, ARTUR GRZYBKI BIALE, 0.1350, , I
4771395190015, 0.52, 0.52, POLISH GOODS, AMBIENT, 0.90, CORN PUFFS PALASEJA, 0.1350, , I
4771395190039, 0.54, 0.54, POLISH GOODS, AMBIENT, 0.95, CORN PUFFS PALASEJA, 0.1350, , I
5901151002453, 0.46, 0.46, POLISH GOODS, AMBIENT, 0.80, CORN PUFFS DM SNACK TOFFEE, 0.1350, , I
5901151002460, 0.46, 0.46, POLISH GOODS, AMBIENT, 0.80, CORN PUFFS DM SNACK STRAWBER, 0.1350, , I
5900353640838, 0.69, 0.69, POLISH GOODS, AMBIENT, 1.45, MIESZKO MICHASZKI, 0.2300, , I
5900353642641, 1.11, 1.11, POLISH GOODS, AMBIENT, 2.10, MIESZKO TRUFLE, 0.2300, , I
5900353241325, 1.01, 1.01, POLISH GOODS, AMBIENT, 1.90, MIESZKO JELLY/MARSHMALL, 0.2300, , I
5900353242421, 0.98, 0.98, POLISH GOODS, AMBIENT, 1.95, MIESZKO SOLO, 0.2300, , I
5902781000048, 0.63, 0.63, POLISH GOODS, AMBIENT, 1.00, MALWA TEA FOREST, 0.0000, , I
5902781000062, 0.63, 0.63, GROCERY, COFFEE/TEA..ETC., 1.00, MALWA TEA ROSESHIP, 0.0000, , I
5902781000376, 0.63, 0.63, POLISH GOODS, AMBIENT, 1.00, MALWA TEA CAMOMILE, 0.0000, , I
5900541000017, 0.66, 0.66, POLISH GOODS, AMBIENT, 1.25, ZYWIEC SPARKLING, 0.2300, , I
5900541000000, 0.66, 0.66, POLISH GOODS, AMBIENT, 1.25, ZYWIEC STILL, 0.2300, , I
5900334000781, 0.72, 0.72, POLISH GOODS, AMBIENT, 1.35, TYMBARK APPLE-CHERRY, 0.2300, , I
074854383084, 1.22, 1.22, POLISH GOODS, AMBIENT, 2.30, TYMBARK BLACKCURRANT, 0.2300, , I
5900334120816, 0.35, 0.35, POLISH GOODS, AMBIENT, 1.00, TYMBARK APPLE-MINT, 0.2300, , I
5901436031017, 1.21, 1.21, POLISH GOODS, AMBIENT, 1.90, VIT OGORKI KONSERWOWE, 0.0000, , I
5900919000045, 1.14, 1.14, GROCERY, SAUCE/GRAVY/STUFFING, 1.80, ROLN OGORKI KONSERWOWE, 0.0000, , I
5900919000175, 1.08, 1.08, POLISH GOODS, AMBIENT, 1.65, CHAMPIGNONS MARINATED, 0.0000, , I
5903292000985, 0.99, 0.99, POLISH GOODS, AMBIENT, 1.50, PICKLED VEG MIX, 0.0000, , I
5998304241111, 0.47, 0.47, POLISH GOODS, AMBIENT, 0.75, GLOBUS SWEET CORN, 0.0000, , I
5900919000342, 0.99, 0.99, POLISH GOODS, AMBIENT, 1.50, ROLN GREEN PEAS, 0.0000, , I
5900919011454, 0.86, 0.86, POLISH GOODS, AMBIENT, 1.35, ROLN CABBAGES W. CARR, 0.0000, , I
5903292000091, 0.79, 0.79, POLISH GOODS, AMBIENT, 1.25, EDM SALAD VEG, 0.0000, , I
5900919003329, 0.88, 0.88, POLISH GOODS, AMBIENT, 1.35, ROLN SALAD DINNER, 0.0000, , I
2158654, 2.4, 2.40, POLISH GOODS, AMBIENT, 3.70, MORL ROASTED BACON, 0.0000, , I
5098933003200, 0.373958, 17.95, CONFECTIONERY, CRISPS/SNACK FOODS, 0.65, KP SKIPS PRAWN C/TL FL65C, 0.2300, 5098933003217, I
5900567001517, 1.15, 1.15, POLISH GOODS, AMBIENT, 1.75, MORL BERLINKI Z SEREM, 0.0000, , I
5900567001555, 1.15, 1.15, POLISH GOODS, AMBIENT, 1.75, MORL BERLINKI W. CHEESE, 0.0000, , I
898099002407, 1, 1.00, DRINKS , PET/GLASS BOTTLES, 1.99, QUICK ENERGY SHOT ORANGE, 0.2300, , I
074854383107, 0.7, 0.70, POLISH GOODS, AMBIENT, 1.35, TYMBARK APPLE-MINT, 0.2300, , I
405743, 0.36, 0.36, HOUSE HOLD , HOUSHOLD MISC., 0.75, NICKY TISSUES, 0.2300, , I
8002153201060, 6.31, 37.86, OFF LICENCE, WINES, 9.99, CUPIDO CHIANTI DOCG, 0.2300, 8002153995877, N
8002153201077, 6.31, 37.86, OFF LICENCE, WINES, 9.99, CUPIDO PINOT GRIGIO., 0.2300, 8002153995860, N
8710866070384, 2.06417, 24.77, DAIRY PRODUCTS, CHEESE, 2.65, HORG DUTCH EDAM SLICES, 0.0000, 08710866505473, I
5010282656906, 0.57, 20.52, GROCERY, BISCUITS, 1.00, HILL DIGESTIVE CREAM, 0.1350, 5010282010159, I
5010282655800, 0.44, 15.84, GROCERY, BISCUITS, 0.99, HILL SHORTIES, 0.1350, 5010282010203, I
079252170175, 0.96, 9.60, STATIONERY , PENSPENCILS.ETC., 1.78, OWL HELIX SHARPNER METAL, 0.2300, , I
7804300122898., 1.54333, 37.04, OFF LICENCE, WINES, 3.99, SANTA HEL SAUV BLAN 187ML, 0.2300, 27804300122892, I
3574660420456, 2.73917, 32.87, HEALTH & BEAUTY, DENTAL CARE, 3.75, LISTERINE SMT/RINSE MINT, 0.2300, 3574660420463, I
5000168156484, 2.36, 28.32, GROCERY, BISCUITS, 2.89, MCV BOASTERS CHOC CHUNK, 0.1350, 5000168155074, I
5000168156460, 1.12917, 13.55, GROCERY, BISCUITS, 2.99, MCV BOASTERS CHOC HNUT, 0.1350, 5000168155050, I
5011546464190, 3.19083, 38.29, GROCERY, COFFEE/TEA..ETC., 3.47, NESCAFE CAPPU ORIG 10 SAC., 0.0000, 07613033662614, I
